date,lat,lon,elev,slope,VV,VH,angle,sm_pred,comp_date,n_images
2025-10-17,-25.167114680484207,29.416267556422508,889.0532836914062,0.2736734743049231,-10.552644273439329,-20.740964119707908,39.469482421875,16.31034755269654,2025-10-14,1
2025-10-17,-25.16699491406588,29.416272796716786,888.8381958007812,0.2736734743049231,-9.898623459433555,-18.496860653785667,39.469810485839844,13.744690265644431,2025-10-14,1
2025-10-17,-25.16712933297198,29.41645978476285,889.0532836914062,0.2736734743049231,-9.989968098575709,-20.81114542490097,39.468536376953125,16.164618385994494,2025-10-14,1
2025-10-17,-25.16699371056037,29.416451958042998,888.8381958007812,0.2736734743049231,-10.975666472696574,-20.37950807377603,39.4688606262207,15.793951650535298,2025-10-14,1
2025-10-17,-25.16723811505044,29.416690131644742,889.19482421875,0.2736734743049231,-14.332945790943405,-23.81565059895019,39.46726608276367,19.147140036228464,2025-10-14,1
2025-10-17,-25.167135678875805,29.416654278788673,889.19482421875,0.2736734743049231,-12.046903142328162,-22.343096498691782,39.46759033203125,15.684146174805448,2025-10-14,1
2025-10-17,-25.16699435264125,29.416650234717633,888.7296142578125,0.2736734743049231,-11.112505172315952,-20.674888620532084,39.46791458129883,16.170686653273332,2025-10-14,1
2025-10-17,-25.167252393960744,29.416866038588367,889.200439453125,0.2736734743049231,-11.653781307912025,-22.934843306817307,39.4663200378418,17.952386165609024,2025-10-14,1
2025-10-17,-25.167132441325876,29.41685256633698,889.200439453125,0.2736734743049231,-15.203315371168966,-18.957470473846158,39.466644287109375,13.453680248564567,2025-10-14,1
2025-10-17,-25.166994994408864,29.41684849679884,888.9459228515625,0.2736734743049231,-14.645486559169347,-20.180281560122925,39.46696853637695,12.945946716637108,2025-10-14,1
2025-10-17,-25.16726815756236,29.417060239034047,889.200439453125,0.2736734743049231,-12.639859695444295,-19.963452857293976,39.465370178222656,14.583095984113323,2025-10-14,1
2025-10-17,-25.167129202157884,29.417050855276276,889.200439453125,0.2736734743049231,-15.752146027831056,-20.7357637951253,39.465694427490234,13.289760538984586,2025-10-14,1
2025-10-17,-25.166995635850625,29.41704674037146,888.9459228515625,0.2736734743049231,-13.589652264906285,-19.911313603650925,39.46601867675781,13.156331046611438,2025-10-14,1
2025-10-17,-25.167284128963995,29.417257002762472,889.5120849609375,0.2736734743049231,-12.639859695444295,-19.963452857293976,39.46442413330078,14.467744408275315,2025-10-14,1
2025-10-17,-25.16712596272469,29.417249144181238,889.5120849609375,0.2736734743049231,-15.752146027831056,-20.7357637951253,39.46474838256836,13.22414870405902,2025-10-14,1
2025-10-17,-25.166996276948954,29.41724495997978,888.8942260742188,0.2736734743049231,-13.589652264906285,-19.911313603650925,39.46507263183594,12.821954423200111,2025-10-14,1
2025-10-17,-25.167293288559105,29.417432985273592,889.4650268554688,0.2736734743049231,-15.227510966029502,-21.22593001929396,39.46347427368164,12.882178583196119,2025-10-14,1
2025-10-17,-25.167121635842246,29.417445891621853,889.4650268554688,0.2736734743049231,-14.202376630956264,-21.24952201834897,39.46379852294922,13.700302062976213,2025-10-14,1
2025-10-17,-25.16699691767862,29.41744314778711,889.1333618164062,0.2736734743049231,-14.140063741870087,-19.307245254376614,39.46412658691406,12.929117599337905,2025-10-14,1
2025-10-17,-25.167068938119616,29.417555683196476,889.4650268554688,0.2736734743049231,-10.406833808512078,-23.87640596238284,39.462852478027344,15.198106823820261,2025-10-14,1
2025-10-17,-25.16699490692016,29.4175638770967,889.1333618164062,0.2736734743049231,-12.984204177734028,-19.561055466860562,39.46317672729492,12.839452723141056,2025-10-14,1
